nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
518,4288266,Brew Your Mind,Human Experiment SIXTEEN,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-sixteen/4288266,8.8,N/A,3.98,163,04/29/21,"Elegáns, extra krémes kortyérzetű nedű. Ezt a söritalt duplán hidegkomlóztuk egy olyan új-zélandi komlóval amit már nagyon rég óta ki szerettünk volna próbálni, de nem tudtuk beszerezni.Ez a sorozat a kísérletezésről szól. Egyszeri főzetek melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,5028105,Brew Your Mind,Human Experiment TWENTY NINE,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-twenty-nine/5028105,7.7,N/A,3.96,264,09/19/22,"Kísérletező sorozatunk legújabb tagja, melyben egy új élesztőt próbáltunk ki.  A komlózásban nem fukarkodtunk kedvenc amerikai komlóinkkal. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
520,4186321,Brew Your Mind,Human Experiment THIRTEEN,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-thirteen/4186321,8.3,N/A,3.95,365,02/18/21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
521,3829862,Brew Your Mind,Human Experiment NINE,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-nine/3829862,7.8,N/A,3.95,210,06/16/20,"A Human Experiment egy sorozat, melynek tagjai jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei. Ez a sorozat a kísérletezésről szól. Az sorozat KILENCES számú tagját kókuszos, trópusi gyümölcsös ízvilág jellemzi. Komlók: Citra, Sabro, Vic Secret. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
522,4402069,Brew Your Mind,Human Experiment SEVENTEEN,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-seventeen/4402069,7.9,N/A,3.95,420,07/09/21,"Ez a sorozat a kísérletezésről szól. Egyszeri főzetek, melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei.Alapja Extra Pale Ale és zabmaláta, komlózásában az eddigi egyik legextrémebb mennyiségű 3 féle komlóval (amerikai, ausztrál és új-zélandi). ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
523,2386293,Brew Your Mind,Endless Waves 2018-2021,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-endless-waves-2018-2021/2386293,7.7,N/A,3.95,598,11/13/17,New England inspired imperial IPA with Australian hops. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524,2821576,Brew Your Mind,Parallel Dimension - 2019,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-parallel-dimension-2019/2821576,7.8,N/A,3.94,454,08/30/18,24g/l american hops and our house yeast blend makes this IPA thick and creamy and taste almost like pineapple juice. ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525,5138289,Brew Your Mind,Human Experiment THIRTY ONE,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-thirty-one/5138289,8.0,N/A,3.93,477,11/28/22,"Kísérletező sorozatunk legújabb tagja, egy dupla IPA német Amarillo komlóval. ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,4712933,Brew Your Mind,Human Experiment TWENTY TWO,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-twenty-two/4712933,8.0,N/A,3.93,213,02/12/22,"Ez a sorozat a kísérletezésről szól. Egyszeri főzetek, melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei.Ebben a sörben egy ausztrál komlót próbáltunk ki: az ECLIPSE-t. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,5572416,Brew Your Mind,Stereo Vision,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-stereo-vision/5572416,8.0,N/A,3.93,861,10/20/23,Double IPA with Mosaic ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,6496426,Brew Your Mind,Human Experiment SIXTY ONE,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-sixty-one/6496426,8.0,N/A,3.92,381,11/17/25,"Kísérleti sorozatunk legújabb tagja egy intenzíven komlózott dupla IPA (Mosaic Riwaka és Citra), melyben egy új élesztőt próbáltunk ki.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,3471248,Brew Your Mind,Human Experiment Seven,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-seven/3471248,8.0,N/A,3.91,219,10/08/19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,5560290,Brewing Vibes Brewery,All the Best And Fuck the Rest,IPA - Imperial / Double,https://untappd.com/b/brewing-vibes-brewery-all-the-best-and-fuck-the-rest/5560290,8.0,N/A,3.9,348,10/10/23,"Hops: Simcoe, Simcoe Cryo, Mosaic, Mosaic Cryo ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,4670002,Brew Your Mind,Human Experiment TWENTYONE,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-twentyone/4670002,8.4,N/A,3.89,221,01/07/22,"Ez a sorozat a kísérletezésről szól. Egyszeri főzetek, melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei.Ebben a sörben egy olyan amerikai komlót használtunk amit eddig még soha: a LOTUS-t. Az eredmény egy nagyon egyedi és különleges aromájú ital lett. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,3740500,Mad Scientist,Astral Projection Sabro,IPA - Imperial / Double,https://untappd.com/b/mad-scientist-astral-projection-sabro/3740500,7.9,N/A,3.89,770,04/04/20,DDH DIPA with Sabro & Galaxy hops as a pair of ASTRAL PROJECTION NZL 32-2 DDH DIPA released just 1 day apart. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,5071851,Brew Your Mind,Mátra Muscat Grape 2022,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-matra-muscat-grape-2022/5071851,7.9,N/A,3.89,280,10/17/22,"Major Levente abasári borász barátunk bio Muscat szőlőmustjával együtt erjesztett dupla IPA amerikai, ausztrál és új-zélandi komlókkal. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,3933471,Mad Scientist,Egomaniac Simcoe,IPA - Imperial / Double,https://untappd.com/b/mad-scientist-egomaniac-simcoe/3933471,8.0,N/A,3.88,863,08/24/20,"DDH DIPA 8 %When Egomaniac came out in 2018, we introduced a hop addition of 30g/liter which was by that time the most anyone has ever done in Hungary. By now, we are pretty sure, that this is not the case anymore, but we still consider this one a really nice recipe for a beer.Egomaniac is single-hop, trying to showcase the very characteristic of a single variety of hops. Originally this was Citra, but with this one, it is one of our other inhouse favorite: Simcoe. Today, these hops are considered veteran classics of the industry but we can't help it. We still love to use them. When we tried to characterize Simcoe, we came up with the words pomelo and passion fruit. It really depends on your crop and the brew itself too, but this is what we have.When we rebrewed Egomaniac now in 2020, we were so curious about what we can achieve with it using our knowledge in brewing by that time. We are curious again, especially because we can finally package this one in its perfect form: a 0,44 can. ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,5303335,Reketye Brewing Co.,Ambrosia,IPA - Imperial / Double,https://untappd.com/b/reketye-brewing-co-ambrosia/5303335,8.5,N/A,3.88,309,04/05/23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,3885077,Brew Your Mind,Human Experiment TEN,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-ten/3885077,8.1,N/A,3.87,187,07/23/20,"Ez a sörital Citra és Vic Secret komlóval és egy speciális komlókivonattal készült krémes kortyérzetű trópusi gyümölcsös ízvilágú Double IPA.Ez a sorozat a kísérletezésről szól. Egyszeri főzetek melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei. ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,4617389,Mad Scientist,Astral Projection Talus,IPA - Imperial / Double,https://untappd.com/b/mad-scientist-astral-projection-talus/4617389,7.9,N/A,3.86,676,11/30/21,"DDH DIPA with Talus & Galaxy hops, the 5th release of our Astral Projection series ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,4865461,Brew Your Mind,Human Experiment TWENTY SIX,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-twenty-six/4865461,8.6,N/A,3.86,258,05/30/22,"Kísérletező sorozatunk legújabb tagja, egy dupla IPA a megszokottól eltérően egy neutrálisabb élesztővel és szinte kizárólag Mosaic komlóval. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,3027620,Brew Your Mind,Human Experiment Four,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-four/3027620,8.3,N/A,3.86,487,01/08/19,"A Human Experiment egy sorozat, melynek tagjai jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei. Ez a sorozat a kísérletezésről szól.Az aktuális NÉGYES számúban például nem a szokásos élesztő kultúránkat használtuk és a felhasznált igen nagy mennyiségű komló (több, mint 20g/l) hozzáadásának módján is változtattunk. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
540,5068472,Brew Your Mind,Human Experiment THIRTY,IPA - Imperial / Double,https://untappd.com/b/brew-your-mind-human-experiment-thirty/5068472,7.8,N/A,3.86,245,10/15/22,Kísérletező sorozatunk legújabb tagja 4 féle amerikai komlóval és egy teljesen új élesztővel. ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
541,6611821,HORIZONT Brewing,Double Hazy Queen (2026 Edition),IPA - Imperial / Double,https://untappd.com/b/horizont-brewing-double-hazy-queen-2026-edition/6611821,8.0,N/A,3.86,319,02/23/26,"Fogtuk mindazt, amit a Hazy Queenben szerettek - a krémes testet, a puha kortyérzetet, a trópusi gyümölcsbombát és feltoltuk a potmétert. Nem kicsit. Duplán.8% alkohol.Citra. Nelson Sauvin. Mosaic.Szuperködös, zamatos, lédús és pimaszul gyümölcsös.-We took everything you loved about Hazy Queen — the creamy body, the soft mouthfeel, the tropical fruit bomb — and turned the dial all the way up. Not just a little. Double.8% ABV.Citra. Nelson Sauvin. Mosaic.Super hazy, rich, juicy, and unapologetically fruity. ",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,1984438,Brew Your Mind,Candy Flip - Strawberry,IPA - Imperial / Double Milkshake,https://untappd.com/b/brew-your-mind-candy-flip-strawberry/1984438,7.6,N/A,3.94,657,03/07/17,"A collaboration with a talented brewer and a very good friend of ours: Máté Ábrahám. We are trying to be progressive and bring you the best possible beers. This is a Milkshake Double IPA made with Golden Promise, Golden Naked Oats, Caralight, Lactose, Citra, Mosaic, Strawberry and our house yeast.A secret ingredient’s been added during the boil.:) ",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
556,2689780,Brew Your Mind,Candy Flip - Pineapple,IPA - Imperial / Double Milkshake,https://untappd.com/b/brew-your-mind-candy-flip-pineapple/2689780,8.3,N/A,3.87,469,06/08/18,"Ábrahám Máté barátunkkal közös projektünk legújabb tagja ez az 100%-os ANANÁSSZAL, egy kis ananász sűrítménnyel és LAKTÓZzal készült milkshake DIPA. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
568,6066270,Brew Your Mind,Human Experiment FORTY NINE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-nine/6066270,8.3,N/A,4.05,405,11/21/24,"Ez az igazán ízgazdag hazy dupla IPA sörital zabmalátára épülő malátaprofillal készült. Talus + Citra  komlót tettünk az örvénykádba, első adag hidegkomlónak a tamásiban termett ""amerikai komlómixet"" + Citra-t, második adag hidegkomlónak pedig Nectaron-t + Citra-t használtunk. A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569,6120559,Brew Your Mind,Human Experiment FIFTY,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty/6120559,9.0,N/A,4.04,474,01/06/25,"Our experimental series is about stepping outside our comfort zone and trying something new. In this case it's Riwaka Amplifire hop oil product from Clayton Hops. The beer is extremely aromatic and flavourful, mostly on the tropical fruity side. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
570,5952265,Brew Your Mind,Human Experiment FORTY SEVEN,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-seven/5952265,8.3,N/A,4.03,468,08/19/24,Ebben a hazy DIPA sörben 5 féle komlót használtunk és triplán hidegkomlóztuk. A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
571,5763866,Brew Your Mind,Human Experiment FORTY FOUR,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-four/5763866,8.5,N/A,4.03,421,03/25/24,"Kísérleti sorozatunk legújabb tagja, melyben Citra és Kohia MOTUEKA komlót használtunk.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,5428885,Brew Your Mind,Human Experiment THIRTY SIX,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-thirty-six/5428885,9.0,N/A,4.03,454,07/03/23,"Kísérleti sorozatunk legújabb tagja, melyben a saját élesztőkultúránkat és simcoe,citra és mosaic komlókat használtunk. (a sör egyébként mindenben megegyezik az előző azaz 35-ös Human Experimenttel, csak az élesztő más)A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,4928262,Brew Your Mind,Endless Waves,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-endless-waves/4928262,7.7,N/A,4.02,828,07/12/22,"Ausztrál és új-zélandi komlókkal készült trópusi ""hangulatú"" imperial IPA. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,6202816,Brew Your Mind,Human Experiment FIFTY THREE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-three/6202816,9.0,N/A,4.01,354,03/24/25,"Kísérleti sorozatunk legújabb tagja, egyszeri főzet, mely a HBC 1019 nevű kísérleti amerikai komlóra épülő kétszer hidegkomlózott (DDH) dupla IPA.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
575,6178344,Brew Your Mind,Human Experiment FIFTY TWO,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-two/6178344,9.0,N/A,4.01,411,03/03/25,"Kísérleti sorozatunk tagja egyszeri főzet, mely a Tolna VÁRmegyében Tamásiban termett Cashmere nevű komlóra épülő kétszer hidegkomlózott (DDH) dupla IPA.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
576,6429685,Brew Your Mind,Human Experiment SIXTY,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-sixty/6429685,8.4,N/A,4.01,408,09/29/25,"Kísérleti sorozatunk legújabb tagja egy intenzíven komlózott hazy dupla IPA, mely a maláták mellett egy titkos összetevővel készült, amitől a sör testessége és kortyérzete nagyon kellemesen sűrű, selymes. Komlózás: Citra és Nelson-Sauvin.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577,5496820,Brew Your Mind,Human Experiment THIRTY EIGHT,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-thirty-eight/5496820,8.0,N/A,4.01,527,08/23/23,lupomax hops only  ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
578,6262302,Brew Your Mind,Some More Nectar,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-some-more-nectar/6262302,8.0,N/A,4.0,496,05/12/25,Summer Nectar sörünk erősebb verziója. Nectaron és Citra komlóval duplán hidegkomlózott hazy dupla IPA. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
579,4473343,Brew Your Mind,Human Experiment EIGHTEEN,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-eighteen/4473343,8.2,N/A,4.0,257,08/23/21,"Ez a sorozat a kísérletezésről szól. Egyszeri főzetek, melyek jelentősen különböznek egymástól, nem ugyanannak a sörnek az újabb főzetei.Ebben a sörben a sorozat FIFTEEN tagjának maláta profilját és élesztőjét a SIXTEEN komlózásával kombináltuk.  ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
580,5667678,Brew Your Mind,Human Experiment FORTY ONE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-forty-one/5667678,8.6,N/A,4.0,398,01/01/24,"Kísérleti sorozatunk legújabb tagja, melyben egy új-zélandi komlót a Peacharine-t használtuk 2 másik amerikai komlóval együtt. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
581,5399232,Brew Your Mind,Human Experiment THIRTY FIVE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-thirty-five/5399232,8.2,N/A,4.0,440,06/12/23,"Kísérleti sorozatunk legújabb tagja, melyben egy új élesztőt és simcoe, citra és mosaic komlókat használtunk. Kellemesen testes, csonthéjasgyümölcsökre emlékeztető aromájú ital. ",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582,6381895,Brew Your Mind,Human Experiment FIFTY NINE,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-nine/6381895,8.0,N/A,4.0,249,08/18/25,"Kísérleti sorozatunkban ezúttal az amerikai Cashmere nevű komlót helyezzük előtérbe, melyet egy ""kis"" új-zélandi Nelson Sauvin és Riwaka egészít ki.A Human Experiment sorozat új címkéin számunkra kedves alkotásokat mutatunk be. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
583,6280150,Brew Your Mind,Human Experiment FIFTY SEVEN,IPA - Imperial / Double New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-fifty-seven/6280150,8.5,N/A,3.99,447,05/26/25,"Ez a sörital az amerikai BC Hop Ranch családi komlófarmról származó Simcoe komlóra épül, melynek karakteres, egyedi aromája azonnal elnyerte tetszésünket az új komlóminták kóstolása során.A címkén ezúttal Huminilowicz Vanda @huminilowiczvanda 'A postás halála dombormű parafrázisa' című alkotását láthatjátok. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
