beer_text,brewery,beer
beer kind: Sour - Flanders Red Ale |description: Aged 1 year in oak barrels |ABV: 6.05 |IBU: N/A |rating: 3.65,Panil Birrificio Torrechiara,Panil Raphael 2013
beer kind: Sour - Other |description:  |ABV: 6.05 |IBU: N/A |rating: 3.57,Panil Birrificio Torrechiara,Panil Raphael
beer kind: Sour - Flanders Red Ale |description:  |ABV: 6.05 |IBU: N/A |rating: 3.56,White Pony Microbrewery,The Troubles We Love
beer kind: Sour - Fruited |description: Sour wild ale maturata per 14 mesi in tini di acciaio con aggiunta di albicocche della nostra azienda agricola |ABV: 8.0 |IBU: N/A |rating: 3.09,CRAK Brewery,Albicocche (Annata 2017) / CANTINA
beer kind: Sour - Fruited |description: This beer is made exclusively for BRASSERIE ARNAGE: golden sour beer with apricots added (a mix of bio varieties from Cesena) |ABV: 7.08 |IBU: 25 |rating: 3.09,Ca' del Brado,CuvĂ©e de Mugliega
"beer kind: Sour - Fruited |description: This beer matures for 12 months in oak barrels with the indigenous yeasts and bacteria from our vineyards. At the end of maturation, we add fresh blackberries and Tai Rosso grapes we grow on Berici Hills. Unfiltered, bottle conditioned. Beer in evolution |ABV: 5.09 |IBU: 10 |rating: 3.09",SiemĂ n,Berry Hills
"beer kind: Sour - Fruited |description: Spontaneous fermentation starting from yeasts and wild bacteria that naturally stay on the fruit, no yeast added.  Fermentation and ripening in oak vats for 5/6 months, aged in Cognac barrels for further 12 months, refermentation in bottle or keg.  |ABV: 8.0 |IBU: N/A |rating: 3.09",LoverBeer,Beerbera Riserva Bergnac
beer kind: Sour - Fruited |description:  |ABV: 7.05 |IBU: N/A |rating: 3.09,OpperBacco,Nature Amarene
beer kind: Sour - Fruited |description: Golden sour beer with local Hayward kiwi added. 100% fermented by Brettanomyces Bruxellensis and aged in oak barrels with a mix of bacteria from our cellar |ABV: 7.08 |IBU: 26 |rating: 3.85,Ca' del Brado,CuvĂ©e De Kiwi
"beer kind: Sour - Fruited |description: Freshly handpicked sour blackcherries of Tuscan almost extint ancient variety Gambolungo, infused for a couple of weeks in the blend of two barrel aged beers. First beer is a natural kettle sour beer (the lactic bacteria are those naturally living on the malt - Super Santos Method) aged in oak barrel. Second beer is Blendone, a perpetua monster living in the dungeon of our Cantina, fed with our special process called Governo alla Bicchierino. No brett nor bacteria were added, sourness is just spontaneous. |ABV: 7.0 |IBU: N/A |rating: 3.85",Cantina Errante,Gambolungo 2020
beer kind: Sour - Fruited |description:  |ABV: 5.0 |IBU: N/A |rating: 3.85,OpperBacco,Abruxensis Frutti Di Bosco
beer kind: Sour - Fruited |description: Framboise |ABV: 6.0 |IBU: N/A |rating: 3.85,Birrificio Stradaregina,Framboisette
beer kind: Sour - Fruited |description:  |ABV: 6.08 |IBU: N/A |rating: 3.85,Maestri del Sannio,Cerasella
beer kind: Sour - Fruited |description:  |ABV: 7.0 |IBU: N/A |rating: 3.84,LoverBeer,For Fan
beer kind: Sour - Fruited |description:  |ABV: 6.06 |IBU: N/A |rating: 3.83,OpperBacco,Nature - Pesca
"beer kind: Sour - Fruited |description: Sour ale alla frutta ottenuta dallâ€™aggiunta di Corniole ad una birra affinata in botti di rovere per un anno. La corniola appartiene di diritto alla categoria â€ś frutti dimenticatiâ€ť, Ă¨ infatti una drupa simile ad una ciliegia, molto acida ed astringente, che attualmente si trova quasi esclusivamente spontanea. Un tempo la corniola era molto apprezzata, e con essa si producevano moltissimi prodotti, perfino â€śel vin de cornoleâ€ť. Oggi risulta una coltura abbandonata che con il progetto â€ś Asso di Coppeâ€ť assieme a molti altri tipi di frutta antica stiamo utilizzando, per ridare valore ai frutti antichi.Colore: amaranto |ABV: 6.06 |IBU: N/A |rating: 3.83",Birrificio BioNoc',Asso di Coppe - Corniola
beer kind: Sour - Fruited |description:  |ABV: 6.06 |IBU: N/A |rating: 3.82,OpperBacco,Nature - Albicocca
"beer kind: Sour - Fruited |description: This beer matures for 12 months in oak barrels. During this period, a slow and wild fermentation by indigenous yeasts and bacteria occurs. At the end of maturation, we add directly in barrels the Incrocio Manzoni and Moscato Bianco grapes we grow on Berici Hills. The maturation together with grapes continues for further 3 months.Unfiltered, bottle conditioned.Beer in evolution. |ABV: 6.08 |IBU: N/A |rating: 3.82",SiemĂ n,Incrocio
"beer kind: Sour - Fruited |description: Blend di Sour Wild ale maturata per 18 mesi in tonneaux di vino dei colli Euganei con Pesche della varietĂ  Tabacchiera. Note acidule, legnose e fruttate. Succosa dolcezza di pesca, finisce con qualche accenno di cantina, vaniglia e una nota acida,lattica vivace. / Sour, woody and fruity notes. Juicy peach sweetness, some hints of cellar, vanilla and a lively acidic, lactic. |ABV: 8.0 |IBU: N/A |rating: 3.81",CRAK Brewery,Pesca Tabacchiera (Annata 2019) / CANTINA
beer kind: Sour - Fruited |description:  |ABV: 6.02 |IBU: N/A |rating: 3.79,Birrificio Stradaregina,La Sciresina
"beer kind: Sour - Fruited |description: Sourness is just spontaneous. No brett nor bacteria were added.After the first fermentation in stainless-steel, the beer is transferred to ex Oak Bolgheri barrels (Ornellaia wineries), to receive an ancient Tuscan freshly handpicked wild blackcherries of â€śGambolungoâ€ť variety.100% Italian malts for this sour style Ale, spontaneously soured according to the traditional German use of unmilled barley malt to add the microflora.  |ABV: 6.03 |IBU: N/A |rating: 3.79",Cantina Errante,Gambolungo 2019
beer kind: Sour - Fruited |description:  |ABV: 6.0 |IBU: N/A |rating: 3.78,Birrificio Stradaregina,Ribetta Nera
"beer kind: Sour - Fruited |description: Blend di sour wild ale maturata per 20 mesi in botte con aggiunta di mirtilli, il 40% in botti di vino rosso colli Euganei e il 60% in barrique di Chardonnay di Borgogna.Birra dell'anno 2019 / 2a classificata / Categoria 34, Fruit Sour Beer |ABV: 9.0 |IBU: N/A |rating: 3.78",CRAK Brewery,Mirtilli (Annata 2016) / CANTINA
beer kind: Sour - Fruited |description: Apricot sour ale |ABV: 5.05 |IBU: N/A |rating: 3.78,Birrificio Stradaregina,Lambicocca
beer kind: Sour - Fruited |description:  |ABV: 5.05 |IBU: N/A |rating: 3.78,Birrificio Stradaregina,Bombix
beer kind: Sour - Fruited |description:  |ABV: 5.05 |IBU: N/A |rating: 3.77,Vento Forte,Bloomuch
"beer kind: Sour - Fruited |description: Eâ€™ la prima nata, brassata con Kluyveromyces thermotolerans. Questo lievito ha la caratteristica di produrre acido lattico durante la fermentazione primaria. Si Ă¨ creata cosĂ¬ una sour ale senza utilizzo di batteri lattici o altri microrganismi che possono â€śinquinareâ€ť lâ€™impianto produttivo, creando unâ€™aciditĂ  elegante e fine. A questa Ă¨ stata aggiunto il passion fruit in polpa, per enfatizzare lâ€™aciditĂ  e creare una birra di carattere.-----It is the first beer brewed with Kluyveromyces thermotolerans. This yeast produces lactic acid during primary fermentation. This has created a sour ale without the use of lactic bacteria or other microorganisms that can â€ścontaminateâ€ť the production plant, creating an elegant and refined acidity. Passion fruit pulp was added to emphasize the acidity and create a beer with character. |ABV: 5.06 |IBU: 20 |rating: 3.76",Birra dell'Eremo,Madue
"beer kind: Sour - Fruited |description: Sour fruit ale alc.6.2%vol con aggiunta in fermentazione di 280 g/l di polpa di frutta.Si presenta opalescente, di colore giallo dorato carico, con una schiuma bianca fine.Al naso si viene colpiti immediatamente dalla Maracuja che, con il suo â€śtropicaleâ€ť, ci trascina sulla riva di una spiaggia caraibica.In bocca troviamo invece il Mango che, con la sua setositĂ  e dolcezza, va ad equilibrare lâ€™aciditĂ  lattica formatasi in fermentazione grazie al particolare lievito utilizzato. |ABV: 6.02 |IBU: 2 |rating: 3.75",Birrificio Amerino,Maracuja & Mango - Experience
beer kind: Sour - Fruited |description: Sour Ale con aggiunta di passion fruit. |ABV: 4.05 |IBU: N/A |rating: 3.74,Bonavena Brewing,Marvelous Passion
"beer kind: Sour - Fruited |description: Prima nata della nostra linea Erasmus: Sour Fruit (Catharina sour) da 4,5% Abv acidificata con lattobacilli che donano la caratteristica aciditĂ  agrumata, e caratterizzata dallâ€™impiego di passion fruit e fico dâ€™india i quali conferiscono un ottimo aroma e sapore fruttato sposandosi con la struttura centrale della birra e bilanciandone lâ€™aciditĂ . |ABV: 4.05 |IBU: N/A |rating: 3.74",Birrificio Babylon,Erasmus al Fico d'India e Passion Fruit
"beer kind: Sour - Fruited |description: Una Fruited Sour nata dalla combinazione sorprendente di guava e cocco, sviluppata in collaborazione con The Garden Brewery direttamente dalla Croazia.A unique Fruited Sour with an unexpected blend of guava and coconut, created in collab with The Garden Brewery from Croatia. |ABV: 4.06 |IBU: N/A |rating: 3.74",Vetra,Tropicalia
beer kind: Sour - Fruited |description: Passion fruit sour ale |ABV: 4.05 |IBU: N/A |rating: 3.72,Ritual Lab,Juice Party Vol.1 - Passion Fruit Sour Ale
beer kind: Sour - Fruited |description:  |ABV: 3.05 |IBU: N/A |rating: 3.71,BrewFist,Meringata
beer kind: Sour - Fruited |description: Sour Ale con aggiunta di Lamponi |ABV: 5.0 |IBU: N/A |rating: 3.71,Ritual Lab,Juice Party Vol.3 - Raspberry Sour Ale
"beer kind: Sour - Fruited |description: A hazy and sexy fruit sour ale, with big addition of mango e guava in the right proportion to not overwhel each other, creating a fresh, light and juicy beer for the hot summer days. The yeast contributes to the fruity character and create a round mouthfeel balancing the sourness.Una Fruit Sour Ale freschissima, il profilo fruttato del lievito New England si unisce ai frutti tropicali che abbiamo aggiunto, mango e guava rosa. Il corpo setoso lascia spazio allâ€™aciditĂ  finale, che richiama un nuovo sorso. |ABV: 5.05 |IBU: 15 |rating: 3.07",Evoqe Brewing,Evoqesour #3
beer kind: Sour - Fruited |description: Ale brewed with pears and matured in oak barrels. |ABV: 6.0 |IBU: N/A |rating: 3.07,LoverBeer,Pruss Perdu
"beer kind: Sour - Fruited |description: God Medal Winner at ""Birra dell'Anno 2024"" for Sour and fruited beers category.Ale prodotta con il medoto del kettle souring, fermentata con lievito americano e caratterizzata dallâ€™aggiunta di lamponi durante la fase di fermentazione. Il mix di cereali prevede lâ€™impiego del frumento, oltre allâ€™orzo, per dare un corpo medio che rende molto interessante il matrimonio tra lâ€™aciditĂ  ed il sapore dolce-acidulo dei lamponi. |ABV: 5.07 |IBU: 8 |rating: 3.69",Birrificio Lambrate,LBR Sour Fruit (Raspberry)
"beer kind: Sour - Fruited Berliner Weisse |description: La versione barricata in legno della nostra berliner weisse. Dopo una fase lattica, matura 6 mesi in botti di rovere dove vengono aggiunti lamponi altoatesini. |ABV: 3.02 |IBU: 5 |rating: 3.08",MonpiĂ«r de GherdĂ«ina,Lab - Wild Berliner Weisse alle More e Lamponi
beer kind: Sour - Fruited Berliner Weisse |description: Birra acida di frumento con infuso autoprodotto di bergamotto. |ABV: 5.07 |IBU: N/A |rating: 3.78,Klanbarrique,Flos Alba // Bergamotto
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 5.05 |IBU: N/A |rating: 3.77,Vento Forte,Raspberry Berliner
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 4.05 |IBU: N/A |rating: 3.75,Hilltop Brewery,Sour Fruit Guava Rosa & Frutto Della Passione
"beer kind: Sour - Fruited Berliner Weisse |description: This is our first fruit Berliner Weisse, with an assertive tartness, due to the lactic acidification and the presence of the passion fruit. The lemon and bergamot zests provide some additional hints of citric complexity, for a really refreshing and sessionable sour beer.Una Berliner Weisse con una decisa aciditĂ , dove protagonisti sono il frutto della passione e le suggestioni agrumate delle scorze di limone e bergamotto, aggiunte abbondantemente a fine bollitura. |ABV: 3.08 |IBU: 15 |rating: 3.74",Evoqe Brewing,Evoqesour #1
beer kind: Sour - Fruited Berliner Weisse |description: With gooseberries. |ABV: 5.07 |IBU: N/A |rating: 3.74,Klanbarrique,Flos Alba // Uva Spina
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 4.02 |IBU: N/A |rating: 3.74,MonpiĂ«r de GherdĂ«ina,Wild Berliner Weisse Marasca Cherries
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 5.0 |IBU: N/A |rating: 3.73,Klanbarrique,Flos Alba // Lamponi
beer kind: Sour - Fruited Berliner Weisse |description: Sour Wheat Ale with redcurrants and aged in red wine barrels |ABV: 4.03 |IBU: N/A |rating: 3.73,Klanbarrique,Flos Alba // Ribes Rosso
"beer kind: Sour - Fruited Berliner Weisse |description: Descrizione: Birra ad alta fermentazione. Non pastorizzata, non filtrata, rifermentata e affinata in fusto.Aspetto Visivo: Di colore arancio, leggermente velata con schiuma bianca compatta e persistente.Sentori Olfattivi: Lâ€™aroma Ă¨ dominato dalle albicocche con la pesca nelle retrovie e dallâ€™aciditĂ  donata dai lactobacilli e dai pediococchi.Corpo e Gusto: Al palato câ€™Ă¨ un imbocco leggerissimo di crackers e crosta di pane seguito da una bella aciditĂ  lattica che si sposa con le pesche e le albicocche utilizzate in dry hopping. Il corpo Ă¨ snello, la carbonazione sostenuta. La Sour Side Peach & Apricot Ă¨ una birra estremamente dissetante e facile da bere. |ABV: 5.06 |IBU: 4 |rating: 3.73",Eastside Brewing,Sour Side Peach & Apricot
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 5.07 |IBU: N/A |rating: 3.72,Klanbarrique,Flos Alba // Albicocche
"beer kind: Sour - Fruited Berliner Weisse |description: Birra di frumento dal colore giallo-arancio, delicatamente fruttata e ""succosa"". Al primo sorso emergono subito le note donate dallâ€™abbondante utilizzo del passion fruit unite ad una rifrescante aciditĂ  creata dai Lattobacilli |ABV: 4.05 |IBU: N/A |rating: 3.71",Birrificio dei Castelli,Dulcis In Fundo
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 5.07 |IBU: N/A |rating: 3.71,Klanbarrique,Flos Alba // Amarena
"beer kind: Sour - Fruited Berliner Weisse |description: Birra dal colore rosato. Delicatamente acida grazie allâ€™utilizzo di batteri lattici, viene aromatizzata con purea di lamponi e passion fruit. Dissetante e beverina per le calde giornate estive. |ABV: 3.02 |IBU: 4 |rating: 3.71",Birrificio Bondai,Lost Paradise
beer kind: Sour - Fruited Berliner Weisse |description: Raspberry Berliner Weisse |ABV: 4.0 |IBU: N/A |rating: 3.71,Birrificio Calibro22,Lei Non Sa Chi Sono Io
"beer kind: Sour - Fruited Berliner Weisse |description: Pastry Fruit Sour  con more, lamponi, mirtilli, lattosio, vaniglia e cannella. Fresche note fruttate e morbida dolcezza. |ABV: 7.0 |IBU: N/A |rating: 3.71",CRAK Brewery,Berries Grandma's Cake
"beer kind: Sour - Fruited Berliner Weisse |description: Circle Like A Square is our way to celebrate being different. Here at Finix, we strongly believe in accepting people for who they are. With that in mind, we took a very traditional beer style, a Berliner Weisse, and added a ton of fresh raspberries making it absolutely fabulous. Vibrant red in color, Circle Like A Square greets the nose with a refreshing wave of raspberries while a sexy tartness leaves your palate feeling clean and rejuvenated. |ABV: 3.07 |IBU: N/A |rating: 3.69",Finix Brewing Co.,CIRCLE LIKE A SQUARE
"beer kind: Sour - Fruited Berliner Weisse |description: What a perfect mix of a beer and cinema! This bloody coloured Berliner Weisse is light, sourish, and wonderfully refreshing. We brewed it with cherry, black currant and... lavender. Expect unexpected! |ABV: 3.05 |IBU: 3 |rating: 3.68",Birrificio Wild Raccoon,Profondo Viola
"beer kind: Sour - Fruited Berliner Weisse |description: La volontĂ  di utilizzare un frutto tipico piacentino, il prugnolo selvatico, usato nella nostra cittĂ  per la produzione del tradizionale liquore â€śBargnolinoâ€ť, ha caratterizzato tutti gli aspetti di questa birra dal corpo leggero.La collaborazione con â€śSacco Labwareâ€ť ci ha permesso di sperimentare e selezionare il Kluyveromyces Marxianus, un lievito probiotico che ha donato una lunga e morbida aciditĂ  lattica tipica dello stile.Dallo splendido color rubino pallido ottenuto fino alla ricchezza delle note fruttate, prugna e uva su tutte, che ritroviamo sia al naso che in bocca. Una bevuta semplice ma ricca, perfetta per rinfrescare la bocca dopo una copiosa abbuffata di salumi piacentini e â€śPisarei e fasĂ˛â€ť. |ABV: 4.03 |IBU: 3 |rating: 3.67",La Buttiga Craft Brewery,Bargnolina
"beer kind: Sour - Fruited Berliner Weisse |description: Birra ispirata alle tradizionali Berliner Weisse, birre di frumento tedesche ad alta fermentazione dal tipico gusto acido. La caratteristica della Tras in Camisa DUU Ă¨ l'aggiunta di mango e frutto della passione durante la fase di fermentazione.***A beer inspired by traditional Berliner Weisse beers, top fermented, German wheat beers with a typical sour taste. The particular feature of Tras in Camisa DUU is the addition of mango and passion fruit during the fermentation process.Disponibile: FUSTO/KEG 30LBOTTIGLIA/BOTTLE 0,33L |ABV: 4.0 |IBU: 10 |rating: 3.66",Birrificio Lambrate,Tras In Camisa DUU
beer kind: Sour - Fruited Berliner Weisse |description: Collaborazione tra birrificio Evoqe e birrificio Contro Mano.Berliner Weisse con melagrana. |ABV: 4.05 |IBU: N/A |rating: 3.66,Evoqe Brewing,Luci Rosse
"beer kind: Sour - Fruited Berliner Weisse |description: Birra ispirata alle tradizionali Berliner Weisse, birre di frumento tedesche ad alta fermentazione dal tipico gusto acido. La caratteristica della Tras in Camisa Ass Ă¨ l'aggiunta di lamponi durante la fase di fermentazione. Tras in camisa (in lingua lombarda) Ă¨ un gioco di carte diffuso in Italia attraverso un mazzo da 40 divise in 4 semi. Si tratta di un gioco con regole semplici tanto da essere preferito dai bambini che iniziano ad apprendere l'uso delle carte. Lo scopo del gioco Ă¨ quello di prendere tutte le carte possibili sino a rimanerne l'unico proprietario. Da qui la definizione di lasciare solo con la camicia gli altri giocatori. Le uniche carte vincenti sono tre: la prima Ă¨ l'asse di qualsiasi seme, Ă ss in dialetto milanese.***A beer inspired by traditional Berliner Weisse beers, top fermented, German wheat beers with a typical sour taste. The particular feature of Tras in Camisa Ass is the addition of raspberries during the fermentation process. Tras in camisa (in Lombard dialect) is a card game popular in Italy played with a pack of 40 cards containing 4 suits. The rules of the game are so simple that it is one of the favourite games of children learning to play cards. The aim of the game is to win as many cards as possible, ultimately acquiring all of them. Thus, the other players are left with only their shirt. There are just three winning cards: the first of them is the ace of any suit,  Ă ss in Milanese dialect.Disponibile: FUSTO/KEG 30LBOTTIGLIA/BOTTLE |ABV: 4.0 |IBU: N/A |rating: 3.65",Birrificio Lambrate,Tras In Camisa Ă€SS
"beer kind: Sour - Fruited Berliner Weisse |description: Ispirata alle tradizionali Berliner Weisse, birre tedesche di frumento dal tipico gusto acido. Il mango le dona una piacevole dolcezza che bilancia la leggera aciditĂ  del frutto della passione. |ABV: 4.0 |IBU: N/A |rating: 3.65",Hammer - Italian Craft Beer,Asprilla
beer kind: Sour - Fruited Berliner Weisse |description: A kettle sour brewed with mango and strawberry. |ABV: 4.01 |IBU: N/A |rating: 3.64,Ritual Lab,Mango Strawberry Sour
"beer kind: Sour - Fruited Berliner Weisse |description: Mango, ananas, frutto della passione, guava, caramello salato |ABV: 4.03 |IBU: N/A |rating: 3.64",De Lab Fermentazioni,Easy Peasy Tropical Squeezy
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 4.0 |IBU: N/A |rating: 3.63,Hammer - Italian Craft Beer,Workpiece - Berliner Weisse
beer kind: Sour - Fruited Berliner Weisse |description:  |ABV: 4.0 |IBU: N/A |rating: 3.63,Birrificio la Gramigna,Viola
"beer kind: Sour - Fruited Berliner Weisse |description: Passiofruit, lime, dragoncello. |ABV: 3.09 |IBU: N/A |rating: 3.62",Boia Brewing Company,The Brazen Bull
"beer kind: Sour - Fruited Berliner Weisse |description: Birra ispirata alle tradizionali Berliner Weisse, birre di frumento tedesche ad alta fermentazione dal tipico gusto acido. La caratteristica della Tras in Camisa TRII Ă¨ l'aggiunta di ciliegie e lime durante la fase di fermentazione.***A beer inspired by traditional Berliner Weisse beers, top fermented, German wheat beers with a typical sour taste. The particular feature of Tras in Camisa TRII is the addition of cherries and lime during the fermentation process.Disponibile: FUSTO/KEG 30LBOTTIGLIA/BOTTLE 0,33L |ABV: 4.0 |IBU: 10 |rating: 3.61",Birrificio Lambrate,Tras In Camisa TRII
"beer kind: Sour - Fruited Berliner Weisse |description: La sour da 3.5%abv alle pesche. Le note leggermente acide di polpa di pesca ti accarezzano mischiandosi alla parte fruttata che dona tanta confidenza verso questa estivissima birra.Attenzione: i 3,5% abv sembrano pochi e ne giustificano lâ€™alto consumo. |ABV: 3.05 |IBU: N/A |rating: 3.61",Birrificio Clandestino,Impeachment
"beer kind: Sour - Fruited Berliner Weisse |description: Descrizione: Birra ad alta fermentazione. Non pastorizzata, non filtrata, rifermentata e affinata in fusto. Aspetto Visivo: Di colore rosa carico, leggermente velata con schiuma rosa poco persistente. Sentori Olfattivi: Lâ€™aroma Ă¨ dominato dalle visciole e dallâ€™aciditĂ  donata dai lactobacilli e dai pediococchi. Corpo e Gusto: Al palato câ€™Ă¨ un imbocco leggerissimo di crackers e crosta di pane seguito da una bella aciditĂ  lattica che si sposa con le visciole utilizzate in dry hopping. Il corpo Ă¨ snello, la carbonazione sostenuta. La Sour Side Sour Cherry edition Ă¨ una birra estremamente dissetante e facile da bere. |ABV: 4.08 |IBU: 2 |rating: 3.06",Eastside Brewing,Sour Side Sour Cherry Vers.
"beer kind: Sour - Fruited Berliner Weisse |description: Sour Wheat Beer, once an icon of the city of Berlin, home to the troubled 1936 olympics homaged in the label design. We add 100 kg of raspberries and 10 kg of basil to every batch: its vivid pink colour will seduce you, together with its rose, lemon and red fruits scent. It is light, sour and refreshing. We would call it a comfort beer.Plato: 9,5Malts: Pilsner, WheatHops: MagnumSpecial Ingredients: Raspberry, Basil |ABV: 4.0 |IBU: 20 |rating: 3.59",BrewFist,False Flat
"beer kind: Sour - Fruited Berliner Weisse |description: La berliner come piace a noi: piĂą corposa e strutturata, secca, con un'aciditĂ  elegante e niente sciroppi da aggiungere, solo copiose quantitĂ  di lamponi freschi. |ABV: 6.03 |IBU: N/A |rating: 3.56",Birra Toccalmatto,Dr. Caligari
beer kind: Sour - Fruited Berliner Weisse |description: Brewed with BrewDog Firenze for Collabfest 2018Berliner Weisse Sour Kettle made with blackcurrant pulp |ABV: 4.05 |IBU: N/A |rating: 3.56,Birrificio Clandestino,Something Purple
"beer kind: Sour - Fruited Berliner Weisse |description: La Lunatica Ă¨ una Berliner Weiss prodotta con lâ€™aggiunta di una valanga di lamponi freschi durante la fermentazione lattica. Al naso emergono profumi intensi di lamponi e in bocca la sensazione di fine aciditĂ  la rende estremamente dissetante. Attraente e ammaliante, sia alla vista che al gusto! |ABV: 4.06 |IBU: N/A |rating: 3.48",Birra dell'Eremo,Lunatica
"beer kind: Sour - Fruited Berliner Weisse |description: What happens when aBerliner Weisse meets awatermelon?You get the â€śWaterMelon Weisseâ€ť, asummer funny beer, simple but intriguingand complexâ€¦anything but ordinary.200 kilos of watermelon give 80 liters offresh juice added to 500 liters of boilingmust, the sour mash helps the lacticfermentation of a 40% wheat must.This is the â€śWaterMelon Weisseâ€ť.Fresh and delicate fruity aromas anda marvelous tartness give to this beeran impressive freshness with thecharacteristic note ofâ€¦watermelon ofcourse. |ABV: 4.09 |IBU: N/A |rating: 3.44",Birra Del Borgo,Watermelon Weiss
"beer kind: Sour - Fruited Berliner Weisse |description: ""Piedmont apricots travelling to Berlin: pulp, very pulp, too much pulp!"" |ABV: 3.09 |IBU: 8 |rating: 3.26",Granda,Pulp
beer kind: Sour - Fruited Gose |description: Tap Crak Ă¨ la linea dedicata a birre che produciamo in piccolissime quantitĂ  disponibili esclusivamente alla spina per Locali/Pub.Gose con un'importante quantitĂ  di purea di lampone fresca in fermentazione|ABV: 4.05 |IBU: N/A |rating: 3.08,CRAK Brewery,Tap Crak Lampone Gose
"beer kind: Sour - Fruited Gose |description: TapCrak Passion Fruit Gose Ă¨ unâ€™esplosione di frutto della passione, acida e sapida come lo stile Gose vuoleâ€¦e anche noi!TapCrak Passion Fruit Gose is an explosion of passion fruit, sour and savory as the Gose style wants...and so do we! |ABV: 4.05 |IBU: N/A |rating: 3.08",CRAK Brewery,Tap Crak Passion Fruit Gose
"beer kind: Sour - Fruited Gose |description: An intense and silent Gose, where sea salt freshness meets the vivid red of raspberry and the deep notes of Haskap berries. Acidity and salt intertwine like secret glances, igniting a portrait of fleeting passion that lingers long after the last sip. |ABV: 4.05 |IBU: 5 |rating: 3.77",Birrificio Wild Raccoon,Tous Les Amants
beer kind: Sour - Fruited Gose |description:  |ABV: 4.08 |IBU: N/A |rating: 3.75,MonpiĂ«r de GherdĂ«ina,Wild Gose // Mango & Peaches
"beer kind: Sour - Fruited Gose |description: Sale, Melograno e coriandolo caratterizzano questa Gose , la particolare aciditĂ  presenta un profilo lattico/agrumato molto piacevole e semplice.Rispetto ai classici kettle sour Ritual questa volta si avverte una leggera dolcezza residua che rende l'acidita' meno tagliente. |ABV: 5.0 |IBU: 5 |rating: 3.75",Ritual Lab,Goosebumps
beer kind: Sour - Fruited Gose |description:  |ABV: 5.0 |IBU: N/A |rating: 3.75,Ritual Lab,Gose Lime E Ribes
beer kind: Sour - Fruited Gose |description:  |ABV: 4.08 |IBU: N/A |rating: 3.72,MonpiĂ«r de GherdĂ«ina,"Wild Tropical Gose // Mango, Ananas, Frutto della Passione"
"beer kind: Sour - Fruited Gose |description: Ultima creazione del progetto South Soul, Gose che guarda al mediterraneo con impeto, bergamotto e sumac avvolgente introducono alla bevuta assieme alle note lattiche, agrumato e finale sapido la elevano a bevanda estiva per antonomasia. |ABV: 4.05 |IBU: N/A |rating: 3.72",South Soul,AlmyrĂłs
"beer kind: Sour - Fruited Gose |description: Lamponi Gose Ă¨ un'esplosione di lampone unita alla tipica aciditĂ  e sapiditĂ  delle Gose. Un succhetto rinfrescante al lamponeâ€¦probabilmente meglio di un succhetto, sicuramente rinfrescante!Abbiamo creato questa Gose utilizzando il metodo Sour Kettle: abbiamo inoculato lactobacillus selezionati, poi abbiamo aggiunto purea lampone e lâ€™abbiamo fatta fermentare con il nostro lievito. |ABV: 4.05 |IBU: N/A |rating: 3.72",CRAK Brewery,Lamponi Gose
beer kind: Sour - Fruited Gose |description:  |ABV: 4.02 |IBU: N/A |rating: 3.71,Busa dei Briganti,"Let's Gose (Mango, Passion Fruit, Ananas)"
"beer kind: Sour - Fruited Gose |description: Nel boschetto della mia fantasia vicino al Birrificio dei Castelli câ€™Ă¨ un fottio di fragoline e rabarbaro che câ€™abbiamo fatto insieme una Imperial Gose strabiliante. Morbida, acida, dolce ma anche sapida. Prodotto con un misterioso blend di batteri lattici e un lungo kettle sour. Una pozione magica che vi farĂ  sognare animaletti un poâ€™ matti. Che se non lâ€™hai capito adessoâ€¦ finisce subito! |ABV: 7.05 |IBU: N/A |rating: 3.07",Mister B Brewery,Boschetto
beer kind: Sour - Fruited Gose |description: Gose with Mango |ABV: 5.0 |IBU: 30 |rating: 3.69,No Tomorrow Craft Beer,Gose d'alphonso
beer kind: Sour - Fruited Gose |description: Gose style alePepe del Madagascar / sale di Cervia More / Lamponi / Ribes / Mirtillidesign by Hellsandro |ABV: 4.05 |IBU: 10 |rating: 3.69,Antikorpo Brewing,Savory Bones
"beer kind: Sour - Fruited Gose |description: Tropical Gose Ă¨ un piacevole equilibrio fra passion fruit, guava e ananas e la tipica aciditĂ  e sapiditĂ  delle Gose. Un succhetto tropicale rinfrescanteâ€¦probabilmente meglio di un succhetto, sicuramente rinfrescante!Abbiamo creato questa Gose utilizzando il metodo Sour Kettle: abbiamo inoculato lactobacillus selezionati, poi abbiamo aggiunto purea di passion fruit, ananas e guava e lâ€™abbiamo fatta fermentare con il nostro lievito. |ABV: 4.05 |IBU: N/A |rating: 3.68",CRAK Brewery,Tropical Gose
