nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
21,4547252,Mead Scientist,Cola O,Mead - Braggot,https://untappd.com/b/mead-scientist-cola-o/4547252,8.0,N/A,3.68,2925,10/14/21,Following the footsteps of APPLE O Green Apple Sour Candy Braggot and CHERRY O Sour Cherry Candy Braggot here is COLA O Sour Cola Candy Braggot 
22,5052206,Mead Scientist,High On Flower,Mead - Braggot,https://untappd.com/b/mead-scientist-high-on-flower/5052206,7.5,N/A,3.67,1128,10/04/22,DDH Hazy Braggot collab with Cloudwater Brew Co. (UK) 
23,5634177,HopTails Brewery,Mugiwara,Mead - Braggot,https://untappd.com/b/hoptails-brewery-mugiwara/5634177,10.0,N/A,3.66,269,12/07/23,"Méz, Őszibarack, Mangó, Gyömbér, RozmaringHoney, Peach, Mango, Ginger, Rosemary "
24,4285616,Mead Scientist,Violent Summer,Mead - Braggot,https://untappd.com/b/mead-scientist-violent-summer/4285616,7.9,N/A,3.65,674,04/27/21,Dry Hopped Braggot With Orange & Coffee 
25,5737398,Mad Scientist,Tropical Space Muffin 2024,Mead - Braggot,https://untappd.com/b/mad-scientist-tropical-space-muffin-2024/5737398,9.7,N/A,3.65,1634,03/04/24,"BLUE SPIRULINA TROPICAL IMPERIAL PASTRY SOUR BRAGGOT  with lime, pineapple, passion fruit, banana, blue spirulina algae, and vanillaThe 2024 version of our Triple Pastry Sour Ale TROPICAL SPACE MUFFIN that first premiered 09/10/20 "
26,5122524,Mead Scientist,Liquid Hive,Mead - Braggot,https://untappd.com/b/mead-scientist-liquid-hive/5122524,9.0,N/A,3.65,1597,11/18/22,"LIQUID HIVE dry-hopped braggot 9%Same abv, same recipe, same hops (Amarillo, Centennial, Columbus, Simcoe) as LIQUID COCAINE dipa to celebrate the 6th Liquid Cocaine Day on the 18th of November, 2022 "
27,1951630,MONYO Brewing Co.,Anubis,Mead - Braggot,https://untappd.com/b/monyo-brewing-co-anubis/1951630,9.2,10,3.63,933,02/15/17,"Első mézsörünket egy több ezer éves egyiptomi kerámiaedény ihlette, amiben a régészek egy ókori sör maradványait fedezték fel. Ebből inspirálódva Anubis nevű bragottunk főzésekor olyan exkluzív alapanyagokat használtunk, mint a vaddohány méz, a sáfrány, az arany mazsola és a szőlőlé. Ízében és illatában tokaji aszút idéző mazsolás-mézes édesség, vanília, fűszeres alkoholosság és enyhe ""fásság"" váltja egymást. Ideális kísérője az ünnepi pillanatoknak.-----Our first braggot was inspired by by a thousands of years old remains of an Egyptian pottery plate, in which archaeologists found residue of an ancient beer. Anubis is brewed with copious amounts  of silkweed honey, saffron, raisin and grape juice. Intense aromas of raisins, vanilla and honey leap out the glass. Flavors of sweet honey, raisins and dried fruits lead the palate and meld into spicy booziness and vanilla that hints at Tokaji Aszú. Silky smooth moutfeel and a lingering aftertaste makes this honey beer an ideal companion for special events. "
28,6589201,Mad Scientist,Tropical Space Muffin 2026 BDAY EDT,Mead - Braggot,https://untappd.com/b/mad-scientist-tropical-space-muffin-2026-bday-edt/6589201,9.7,N/A,3.62,637,02/03/26,"TROPICAL IMPERIAL PASTRY SOUR BRAGGOT  with lime, pineapple, passion fruit, banana, blue spirulina algae, and vanilla2026 version of our Triple Pastry Sour Ale TROPICAL SPACE MUFFIN that first premiered 09/10/20  "
29,3985225,Mead Scientist,This Is Fine,Mead - Braggot,https://untappd.com/b/mead-scientist-this-is-fine/3985225,6.0,N/A,3.62,726,09/29/20,Braggot with Grapefruit and Chokeberry 
30,5648086,HopTails Brewery,Santoryu,Mead - Braggot,https://untappd.com/b/hoptails-brewery-santoryu/5648086,10.0,N/A,3.6,208,12/17/23,"Méz, mangó, barack, gyömbér, kakaó, kávé, fahéj.Honey, mango, peach, ginger, cocoa, coffee, cinnamon "
31,6142057,Mad Scientist,Professor 1500,Mead - Braggot,https://untappd.com/b/mad-scientist-professor-1500/6142057,7.3,N/A,3.58,420,01/29/25,"Dark Ice Cream Smoothie With Hazelnut, Coffee And Ice Cream Powder batch no #1500 special "
32,4353899,Mead Scientist,Pachamama,Mead - Braggot,https://untappd.com/b/mead-scientist-pachamama/4353899,9.0,N/A,3.56,875,06/10/21,"Smoky Braggot With Grapefruit, Elderflower, Passion Fruit And Habanero Chili "
33,5807510,Mead Scientist,Vanilla Cola O,Mead - Braggot,https://untappd.com/b/mead-scientist-vanilla-cola-o/5807510,8.5,N/A,3.56,1439,04/28/24,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot, COLA O Sour Cola Candy Braggot and so, we're now combining the best of all worlds to bring you VANILLA COLA O Sour Candy Vanilla Cola Braggot   "
34,3549618,Mead Scientist,Layer Layer,Mead - Braggot,https://untappd.com/b/mead-scientist-layer-layer/3549618,8.2,N/A,3.55,1001,11/26/19,"Sour bragott with passion fruit, pink guava and lime  collab with our friends from Dry & Bitter (DK) "
35,4813434,Mad Scientist,Мед,Mead - Braggot,https://untappd.com/b/mad-scientist-med/4813434,7.3,N/A,3.53,1380,04/25/22,"DDH braggot collab with Varvar (Ukraine)With the proceeds of this collab, we chose to support Leleka foundation (first aid medical supplies, army vet rehabilitation) https://leleka.care/donate/The feeling of helplessness is the worst because this war is so incomprehensible and frustrating and sad. Obviously, we wanted to do something with our own tools in addition to the charity and fundraiser events we hosted earlier and well, that’s how this collab came to life. "
36,6504458,Mad Scientist,The Matrix - RED PILL,Mead - Braggot,https://untappd.com/b/mad-scientist-the-matrix-red-pill/6504458,3.5,N/A,3.53,692,11/24/25,"The Matrix - RED PILL Low ABV Fruited Braggot With Strawberries and Lime""This is your last chance. After this, there is no turning back. You take the blue pill - the story ends, you wake up in your bed and believe whatever you want to believe. You take the red pill - you stay in Wonderland and I show you how deep the rabbit hole goes."" "
37,5734302,Mead Scientist,Xiuhtecuhtli,Mead - Braggot,https://untappd.com/b/mead-scientist-xiuhtecuhtli/5734302,7.0,N/A,3.47,765,03/02/24,Tabasco Sour Braggot with Tomatoes and Chili Pepper 
0,3446140,Mead Scientist,Hungry For Apples?,Mead - Cyser,https://untappd.com/b/mead-scientist-hungry-for-apples/3446140,10.0,N/A,3.65,629,09/22/19,Apple Pie Cyser 
1,6210727,Mead Scientist,Hungry For Apples Pumped Up,Mead - Cyser,https://untappd.com/b/mead-scientist-hungry-for-apples-pumped-up/6210727,16.0,N/A,3.44,367,03/31/25,2019's Apple Pie Cyser is back & all pumped up!!! 
0,5910453,MadX,Frigga,Mead - Melomel,https://untappd.com/b/madx-frigga/5910453,13.0,N/A,3.89,180,07/17/24,Sweet Mead With Strawberries Aged In Red Wine Barrel And Tokaji Barrel 
1,5310649,MadX,Myrkviðr,Mead - Melomel,https://untappd.com/b/madx-myrkvidr/5310649,12.6,N/A,3.89,649,04/10/23,"Mixed Fermentation Barrel Aged Sweet Mead with Forest Fruits (Blackcurrant, Blackberry & Blueberry) from a Kvaszinger Aszú barrel "
2,3864170,Mead Scientist,Double Svart,Mead - Melomel,https://untappd.com/b/mead-scientist-double-svart/3864170,8.0,N/A,3.88,2732,07/09/20,"Double fruited Melomel with Blackcurrant as an amplified version of our 2019 July's melomel, Svart "
3,3461081,Mead Scientist,Oga,Mead - Melomel,https://untappd.com/b/mead-scientist-oga/3461081,7.0,N/A,3.81,729,10/02/19,Cranberry Melomel collab together with our friends at Malduguns 
4,3315617,Mead Scientist,Svart,Mead - Melomel,https://untappd.com/b/mead-scientist-svart/3315617,7.0,N/A,3.73,1693,07/05/19,Melomel with Black Currant 
5,4500341,MadX,Skogkatt,Mead - Melomel,https://untappd.com/b/madx-skogkatt/4500341,12.5,N/A,3.71,193,09/11/21,"Dry mead aged in a Sauska barrel with Raspberries, the second mead release by MadX, also known as the Raspberry version of our first Valhöll "
6,3436828,Mead Scientist,Black Mass,Mead - Melomel,https://untappd.com/b/mead-scientist-black-mass/3436828,7.0,N/A,3.71,508,09/17/19,Chokeberry & Grapefruit Melomel 
7,6244374,Mead Scientist,Sour Cherry Session PBJ Time,Mead - Melomel,https://untappd.com/b/mead-scientist-sour-cherry-session-pbj-time/6244374,5.6,N/A,3.68,610,04/27/25,"Following the success of the barrel-aged Blackcurrant PBJ Time, Sour Cherry PBJ Time or Passion Fruit PBJ Time releases and so, let us present you the lighter version of the same concept as Session Mead With Sour Cherry & Peanuts "
8,3391584,Mead Scientist,Aprication,Mead - Melomel,https://untappd.com/b/mead-scientist-aprication/3391584,6.1,N/A,3.63,1128,08/19/19,Apricot & Chocolate Melomel   
9,3315614,Mead Scientist,Hvit,Mead - Melomel,https://untappd.com/b/mead-scientist-hvit/3315614,7.0,N/A,3.62,795,07/05/19,Melomel with Lemon and Elderflower 
10,3226638,Mead Scientist,Techno Viking,Mead - Melomel,https://untappd.com/b/mead-scientist-techno-viking/3226638,7.6,N/A,3.55,3779,05/13/19,"Melomel with Raspberries, Yuzu and MangoIntroductory mead of Mad Scientist's sub-brand Mead Scientist, the first melomel in the region "
11,3619386,Mead Scientist,Firefly,Mead - Melomel,https://untappd.com/b/mead-scientist-firefly/3619386,4.0,N/A,3.51,668,01/09/20,Micromel with sour cherries and red currant 
12,3517395,Mead Scientist,Blueberry Fox,Mead - Melomel,https://untappd.com/b/mead-scientist-blueberry-fox/3517395,9.3,N/A,3.46,691,11/06/19,Melomel with Blueberry and Ginger 
13,3619387,Mead Scientist,Waterfall,Mead - Melomel,https://untappd.com/b/mead-scientist-waterfall/3619387,4.0,N/A,3.0,707,01/09/20,Hoppy micromel 
0,4630201,Mead Scientist,Spice Melange,Mead - Metheglin,https://untappd.com/b/mead-scientist-spice-melange/4630201,13.0,N/A,3.85,237,12/09/21,"Barbados Rum Barrel Aged Mead with Vanilla, Cinnamon & Chipotle in the cross-section of our love projects MEAD SCIENTIST and BARREL PROJECT "
0,5068382,MadX,Tanngrisnir,Mead - Other,https://untappd.com/b/madx-tanngrisnir/5068382,13.0,N/A,3.88,259,10/15/22,Barrel Aged Blackcurrant Melomel 
1,4667188,Mead Scientist,Blackcurrant PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-blackcurrant-pbj-time/4667188,11.0,N/A,3.88,277,01/04/22,Bourbon Barrel Aged Mead With Blackcurrant And Peanut 
2,5943960,Mead Scientist,Redcurrant PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-redcurrant-pbj-time/5943960,11.0,N/A,3.84,206,08/12/24,Bourbon Barrel Aged Mead With Redcurrant And Peanuts 
3,5068384,MadX,Tanngnjóstr,Mead - Other,https://untappd.com/b/madx-tanngnjostr/5068384,13.5,N/A,3.82,194,10/15/22,Barrel Aged Sour Cherry Melomel  
4,6406045,Mead Scientist,Smash A Guitar,Mead - Other,https://untappd.com/b/mead-scientist-smash-a-guitar/6406045,9.5,N/A,3.82,693,09/09/25,"Rapeseed And Heather Honey Mead With Quince And Blue Honeysuckle brewed together with our friends from Põhjala, Estonia during BPBW Budapest Beer Week 2025 "
5,4874654,MadX,Som Tum Mamuang,Mead - Other,https://untappd.com/b/madx-som-tum-mamuang/4874654,12.0,N/A,3.81,395,06/05/22,"Bourbon Barrel Aged Thai Mango Salad Mead With Mango, Fresh Spices And Peanuts "
6,4794337,Mead Scientist,Sour Cherry PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-sour-cherry-pbj-time/4794337,11.0,N/A,3.8,222,04/12/22,Sour Cherry Peanut Butter Jelly Time Bourbon Barrel Aged Mead with Sour Cherry And Peanuts in the cross-section of our love projects Barrel Project and Mead Scientist 
7,5127724,Mead Scientist,Hellstar,Mead - Other,https://untappd.com/b/mead-scientist-hellstar/5127724,15.0,N/A,3.79,216,11/21/22,Mad Scientist BARREL PROJECT Team Series SZONJA Four Roses Bourbon Barrel-Aged Mead with Goji Berries  
8,6175285,Mead Scientist,Vamos A La Playa,Mead - Other,https://untappd.com/b/mead-scientist-vamos-a-la-playa/6175285,10.0,N/A,3.79,252,03/01/25,Whisky and Triple Sec Barrel Aged Mead with Pineapple				 
9,6470697,Mead Scientist,Din O,Mead - Other,https://untappd.com/b/mead-scientist-din-o/6470697,7.0,N/A,3.77,472,10/28/25,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot, COLA O Sour Candy Cola Braggot and so, we're proud to present the latest edition of the infamous sour patch series:DIN O Watermelon-Blackcurrant Sour Candy Sour Braggot "
10,4814318,Mead Scientist,Passion Fruit PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-passion-fruit-pbj-time/4814318,11.0,N/A,3.77,215,04/26/22,"Passion Fruit Peanut Butter Jelly Time Bourbon Barrel Aged Mead with Passion Fruit, Peanuts And Vanilla in the cross-section of our love projects Barrel Project and Mead Scientist "
11,4685752,Mead Scientist,Strawberry PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-strawberry-pbj-time/4685752,11.0,N/A,3.76,194,01/21/22,Strawberry Peanut Butter Jelly Time Bourbon Barrel Aged Mead with Strawberry And Peanuts in the cross-section of our love projects Barrel Project and Mead Scientist 
12,6258869,B*BOP FERMENTORY,FUMUS,Mead - Other,https://untappd.com/b/b-bop-fermentory-fumus/6258869,12.7,N/A,3.75,328,05/09/25,Laphroaig & Gin Barrel Aged Mead Blend.A blend of traditional meads aged in Laphroaig whisky barrels & gin barrels.In a collaboration with MS Barrel Project.  
13,6037221,MadX,Gunnlöd,Mead - Other,https://untappd.com/b/madx-gunnlod/6037221,14.6,N/A,3.73,287,10/27/24,Barrel Aged Mixed Fermentation Mead With Blueberry And Apple Juice  
14,3964851,Mead Scientist,Culinary Cabaret,Mead - Other,https://untappd.com/b/mead-scientist-culinary-cabaret/3964851,10.0,N/A,3.73,194,09/15/20,"Ex Widow Jane bourbon barrel-aged chocolate mead with orange peels, chipotle, vanilla and coffeeThe second Barrel Project Mead Scientist mead after Szaloncukor "
15,5015344,Mead Scientist,Siren Teardrop,Mead - Other,https://untappd.com/b/mead-scientist-siren-teardrop/5015344,11.8,N/A,3.73,153,09/10/22,"Highland Whisky Barrel Aged  Low Carbonation Mead w/ Lime, Muscovado Sugar, Orange Zest and Spices "
16,5911474,MadX,Som Tum Mamuang 2024,Mead - Other,https://untappd.com/b/madx-som-tum-mamuang-2024/5911474,10.6,N/A,3.71,213,07/18/24,"Bourbon Barrel Aged Thai Mango Salad Mead with Mango, Lime, Thai Chili, Coriander, Basil & Peanuts "
17,3842816,Mead Scientist,Szaloncukor,Mead - Other,https://untappd.com/b/mead-scientist-szaloncukor/3842816,10.0,N/A,3.71,236,06/25/20,"Tequila and Jamaican Rum Double Barrel Aged Mead with coffee and cocoa beans The first Barrel Project Mead Scientist mead is finally here dear Ladies and Gentlemen. This one has been constantly changing and moving from barrel to barrel for a long time until now. We had no idea where this was going but we could not be happier with the end result.The most ridiculous moment of creation was when we found coffee beans in the barrel, which we had no idea how it got there. We knew about the cocoa beans, but the coffee just got there somehow without us noticing it. Oh well...The final result is the old school Hungarian Christmas candy in a non-carbonated mead! "
18,6690850,Mad Scientist,Tiny Barrel Project Mad Treasure Bourbon And Smoky Scotch,Mead - Other,https://untappd.com/b/mad-scientist-tiny-barrel-project-mad-treasure-bourbon-and-smoky-scotch/6690850,12.0,N/A,3.7,185,04/29/26,"Rapeseed And Amorpha Honey Mead With Water Chestnut collab with our friends at SIMA Brewing aged in Bourbon and Smoky Scotch barrels for a year.After TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT CANDY MAN SCOTCH and so, here is our 18th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans. "
19,6175272,Mead Scientist,El Ritmo De La Noche,Mead - Other,https://untappd.com/b/mead-scientist-el-ritmo-de-la-noche/6175272,10.0,N/A,3.69,242,03/01/25,Whisky and Triple Sec Barrel Aged Mead with Soursop and Papaya				 
20,6399973,Mead Scientist,Mad Treasure,Mead - Other,https://untappd.com/b/mead-scientist-mad-treasure/6399973,12.0,N/A,3.67,335,09/04/25,Rapeseed And Amorpha Honey Mead With Water Chestnut collab with our friends at SIMA Brewing 
21,6333193,Mead Scientist,Orange Vanilla Cola O,Mead - Other,https://untappd.com/b/mead-scientist-orange-vanilla-cola-o/6333193,7.0,N/A,3.66,946,07/09/25,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot, COLA O Sour Candy Cola Braggot and so, we're proud to present the latest edition of the infamous sour patch series: ORANGE VANILLA COLA O Orange-Vanilla Cream Cola Sour Candy Mead "
22,5187394,MadX,Meir,Mead - Other,https://untappd.com/b/madx-meir/5187394,13.2,N/A,3.63,245,01/04/23,Mixed Fermentation Sweet Mead With Ginger And Rhubarb 
23,6032931,MadX,Billie's Blend X,Mead - Other,https://untappd.com/b/madx-billie-s-blend-x/6032931,13.6,N/A,3.63,186,10/24/24,Blend of Sour Cherry Mead × Black Raspberry Mead × Gooseberry Mead Special one-keg-only one-off for BCBF24 Billie's Craft Beer Fest 
24,5015331,Mead Scientist,Thorn Crown,Mead - Other,https://untappd.com/b/mead-scientist-thorn-crown/5015331,11.8,N/A,3.63,323,09/10/22,Highland Whisky Barrel Aged Hawthorn Honey Low Carbonation Mead 
25,6083237,Mead Scientist,Mango PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-mango-pbj-time/6083237,10.5,N/A,3.6,200,12/05/24,Bourbon Barrel Aged Mead With Mango And Peanuts 
26,5168773,Mead Scientist,Loco With the Cake,Mead - Other,https://untappd.com/b/mead-scientist-loco-with-the-cake/5168773,9.0,N/A,3.39,1163,12/20/22,"Carrot Cake Mead with Carrot, Lime Puree, Lemon Puree, Orange Zest, Cinnamon and Vanilla "
0,3419470,Mead Scientist,Irsai Olivér,Mead - Pyment,https://untappd.com/b/mead-scientist-irsai-oliver/3419470,11.5,N/A,3.36,697,09/06/19,White Mead fermented with 50% Irsai Olivér grape must 
0,3715073,MadX,Valhöll,Mead - Traditional,https://untappd.com/b/madx-valholl/3715073,13.0,N/A,3.89,182,03/11/20,"Zero carbonation, sweet mead aged in a Tokaji barrel, the very first mead release by MadX as the result of almost a year of work "
0,3715067,HORIZONT Brewing,Playground - Märzen,Märzen,https://untappd.com/b/horizont-brewing-playground-marzen/3715067,6.0,N/A,3.66,350,03/11/20,"A dark amber-ruby coloured malty treat, lagered in tanks for 6 (!) months, like all märzen should. Crystal clear and well balanced. Prost! - The first beer in our new line of experimental, fun beers. // Egy igazi klasszikus märzen, melyet 6 hónapig érleltünk tartályban. Sötétborostyán szín, malátás ízvilág, tükrösen tiszta és tökéletes egyensúlyban. - Első söre a Playground sorozatunknak, melyben új kedvenceinket főzzük le nektek.  "
1,6171932,UGAR Brewery,Spectrum - Push the Flower Button!,Märzen,https://untappd.com/b/ugar-brewery-spectrum-push-the-flower-button/6171932,5.6,N/A,3.63,182,02/26/25,Classic MärzenHops: hallertau mittelfrüh 
2,5273164,Mad Scientist,Octopus Märzen,Märzen,https://untappd.com/b/mad-scientist-octopus-marzen/5273164,5.8,N/A,3.61,553,03/14/23,"Before Mad Scientist was Mad Scientist, we actually contract-brewed a few releases back in 2015, so for our 7th birthday in 2023 we revisited this first recipe because we love märzens the same way as we love framed structures. Our first printed can by the way, design by our good friend Grindesign. This is also the official beer of Hell Vill × Mad Scientist presents: MAD VILL 28-30 April, 2023, make sure you scan the Spotify code for the playlist! "
3,6181905,Vaskakas Brewing,Respect For the Bober,Märzen,https://untappd.com/b/vaskakas-sorfozde-respect-for-the-bober/6181905,5.1,26,3.6,182,03/07/25,"Ez a klasszikus Märzen stílusú sör mély borostyánszínnel és gazdag malátás testtel hódít. Első kortyra édes karamellás, malátás jegyek bontakoznak ki, amelyeket finom fűszeres komlókeserűség hoz egyensúlyba. Tökéletes választás, amikor egy karakteres, mégis könnyen iható sörre vágysz. Tiszteld a Bober-t, és élvezd minden kortyát! "
4,4759467,HORIZONT Brewing,Selfish Games Märzen 2.0,Märzen,https://untappd.com/b/horizont-brewing-selfish-games-marzen-2-0/4759467,6.7,24,3.59,520,03/18/22,"Amiért két éve nyúzzátok a fülünket, hogy főzzük újra a Playground Märzent az most valósággá vált. Az eredeti recepten épp csak annyit módosítva, hogy az elmúlt két év tapasztalatait hozzáadtuk, és ezáltal egy még harmonikusabb, könnyebben iható, maláta központú finom lagert kapjunk. 4 hónapig várta a tartályban, hogy kiszerelhessük. "
5,5050362,FIRST Craft Beer,Öktöberfest 2022,Märzen,https://untappd.com/b/first-craft-beer-oktoberfest-2022/5050362,5.6,N/A,3.59,174,10/02/22, 
6,6422298,HORIZONT Brewing,Oktober Klassiker,Märzen,https://untappd.com/b/horizont-brewing-oktober-klassiker/6422298,5.3,N/A,3.56,485,09/23/25,"Egy klasszikus bajor stílus újragondolva, a Horizont módra.Borostyánszín, telt malátás test és finom karamelles édesség adja az alapot, amit meglepően játékos bogyós gyümölcsös jegyek egészítenek ki.A tradicionális Märzen méltóságteljessége és a modern kraft-főzet rétegzettsége találkozik benne.- Közepesen testes, jól kiegyensúlyozott kortyérzet, kellemesen selymes textúrával.- Pörkölt maláta, karamell és enyhe pirítottság jellemzi.- Diszkrét bogyós gyümölcsösség a korty végén.Nem kell lederhosen és müncheni sörsátor ahhoz, hogy megérkezz az Oktoberfest hangulatba, ugyanis ez a sör pont oda repít.-A classic Bavarian style reimagined the Horizont way.Amber-colored with a rich malty body and delicate caramel sweetness at its core, lifted by surprisingly playful berry-like notes.It’s where the dignified tradition of a Märzen meets the layered depth of modern craft brewing.- Medium-bodied, well-balanced mouthfeel with a pleasantly smooth texture.- Roasted malt, caramel, and a gentle toasted character.- Subtle berry fruitiness on the finish.No lederhosen or Munich beer tent required – this beer brings the Oktoberfest vibe straight to you. "
7,5544502,FIRST Craft Beer,Öktöberfest 2023,Märzen,https://untappd.com/b/first-craft-beer-oktoberfest-2023/5544502,5.6,19,3.56,175,09/29/23, 
8,6422387,FIRST Craft Beer,Öktöberfest 2025,Märzen,https://untappd.com/b/first-craft-beer-oktoberfest-2025/6422387,5.0,N/A,3.56,210,09/23/25,"(HU) Ahogy minden évben, úgy 2025-ben is elkészült a világ legnagyobb sörünnepének tiszteletére készített friss, ropogós lagersörünk. Minden évben variálunk kicsit a recepten, talán ezúttal ugrottunk a legnagyobbat, hiszen alacsonyabb alkoholfokkal, világosabban, kenyeresebben, kicsit talán komlósabban, kevesebb karamellmalátával készült az idei Märzen/Festbier verziónk (igen, határeset), hogy a legkívántabb lagersörök előtt tisztelegjünk ezúttal. Elő a sramlizenével, kapjuk fel a hózentrógert és prost!(EN) As every year, in 2025, our fresh, crisp lager beer, prepared in honor of the world's biggest beer festival, has been prepared. Every year we vary the recipe a little, and this time we may have taken the biggest leap, as this year's Märzen/Festbier version is made with a lower alcohol content, became lighter, breadier, perhaps a little more hoppy, and used less caramel malt (yes, borderline Festbier), to pay tribute to the most desired lagers this time. Let's get the Schramli music going, grab your Hosenträger and Prost! "
9,626461,Rizmajer Kézműves Sörfőzde,Märzen,Märzen,https://untappd.com/b/rizmajer-kezmuves-sorfozde-marzen/626461,6.5,22,3.55,214,03/23/14, 
10,5978324,FIRST Craft Beer,Öktöberfest 2024,Märzen,https://untappd.com/b/first-craft-beer-oktoberfest-2024/5978324,5.5,21,3.55,195,09/10/24,"Hagyományos Märzen sörünk ismét visszatér - ezúttal is ropogós, aranyló lagerként folyik a friss finomság egész ősszel! "
11,6026627,Hedon,Leder-Dosen,Märzen,https://untappd.com/b/hedon-leder-dosen/6026627,5.2,N/A,3.54,176,10/19/24, 
12,4670054,Visegrádi Sör,Feszt!,Märzen,https://untappd.com/b/visegradi-sor-feszt/4670054,5.9,N/A,3.54,216,01/07/22,Märzen Lager 
13,3169618,Sörművek,Märzen Bier,Märzen,https://untappd.com/b/sormuvek-marzen-bier/3169618,N/A,N/A,3.51,165,04/10/19, 
14,4506588,FIRST Craft Beer,Öktöberfest 2021,Märzen,https://untappd.com/b/first-craft-beer-oktoberfest-2021/4506588,5.8,16,3.51,258,09/16/21,"Újra Öktöberfest - újra FIRST sör! Idén is lefőztük hagyömányösnak möndhatő Oktoberfest märzenünket - és ahögy körábban, úgy ezúttal is játszöttunk kicsit a recepttel. Hangyányit harapósabban és erősebben érkezik tehát röpögős malátákkal töltött, német kömlőval fűszerezett Öktöberfestünk! It's Öktöberfest again - it's beertime again! We've brewed öur traditiönal Öktöberfest märzen this year again - and as beföre, we played a bit with the recipe again. With a tad möre bite and muscle, our crunchy-malted, German-höpped Öktöberfest is coming "
15,230247,Fóti Kézműves Sörfőzde,Oktoberfest Märzen,Märzen,https://untappd.com/b/foti-kezmuves-sorfozde-oktoberfest-marzen/230247,6.0,N/A,3.49,411,09/15/12, 
0,5443056,HORIZONT Brewing,Selfish Games - Non Alcoholic Craft IPA,Non-Alcoholic - IPA,https://untappd.com/b/horizont-brewing-selfish-games-non-alcoholic-craft-ipa/5443056,0.5,N/A,3.43,521,07/14/23,"Egy igazán ütős kraft IPA, na de nem az alkoholtartalma miatt! Ez a Horizont első alkoholmentes söre, amit a holland Vandestreekkel közösen főztünk!Igazi kraft ízjegyek, melyeket a négyféle komló (Simcoe, Amarillo, Mosaic & Columbus) ínycsiklandó kombinációja tesz igazán felejthetetlenné, gyönyörű, ködös megjelenés, és csak 29kCal 100ml-ben. ENA soft, very easy-to-drink NA craft IPA, different in every respect from the large-scale alcohol-free beers known from everyday life. You can enjoy a pleasantly hoppy, refreshing beer with a slightly hazy appearance. Four types of hops, Simcoe, Amarillo, Mosaic and Columbus, give the hops characteristic of classic craft IPAs. Only 29kCal in 100ml, and less than 0.5% ABV. "
1,5459934,Szent András Sörfőzde,Majdnem Mangós IPA,Non-Alcoholic - IPA,https://untappd.com/b/szent-andras-sorfozde-majdnem-mangos-ipa/5459934,0.0,25,3.42,422,07/26/23,"Ha sportolsz, vezetsz, vagy csak nem fogyasztasz alkoholt, akkor sem kell lemondanod a minőségi sörözés élményéről, hiszen 30 évnyi szakértelem és megannyi kísérlet eredményét tartod a kezedben. Egy kellemesen krémes, erősen gyümölcsös mangós IPA, vagyis majdnem azt. Hogy milyen egy MAJDNEM MANGÓS IPA kisüzemi értelmezésben? Egy kompromisszummentes sörélmény, amit az érett mangó és a hozzáadott modern komlók enek különlegessé, csupán alkohol nélkül.  "
2,5773677,HORIZONT Brewing,Selfish Games - 0.0% Non-Alcoholic Craft IPA With Grapefruit,Non-Alcoholic - IPA,https://untappd.com/b/horizont-brewing-selfish-games-non-alcoholoc-craft-ipa-with-grapefruit/5773677,0.0,N/A,3.41,403,04/02/24,"Lágy, nagyon könnyen iható, a hétköznapokból ismert, nagyüzemi alkoholmentes söröktől minden tekintetben eltérő tétel, MOST GRAPEFRUIT ÍZESÍTÉSSEL! Komlók:  Simcoe, Amarillo, Mosaic és ColumbusPleasantly hoppy, refreshing beer with a slightly hazy appearance, made with four types of hops, Simcoe, Amarillo, Mosaic and Columbus. Now with grapefruit flavor! "
3,5459932,Szent András Sörfőzde,Majdnem IPA,Non-Alcoholic - IPA,https://untappd.com/b/szent-andras-sorfozde-majdnem-ipa/5459932,0.0,35,3.35,403,07/26/23,"Ha sportolsz, vezetsz, vagy csak nem fogyasztasz alkoholt, akkor sem kell lemondanod a minőségi sörözés élményéről, hiszen 30 évnyi szakértelem és megannyi kísérlet eredményét tartod a kezedben. Egy modern komlózású, IPA-t, vagyis majdnem azt. Hogy milyen egy MAJDNEM IPA kisüzemi értelmezésben? Egy kompromisszummentes sörélmény, amit a komló uralkodó íze és a trópusi gyümölcsös karakterjegyek tesznek különlegessé, csupán alkohol nélkül. "
